temp,pressure,energy-Structure-1,energy-Structure-2,energy-Structure-0,stable_struct_class
0.0,0,10.0,10.0,10.0,1
10.0,0,10.0,10.0,10.0,1
20.0,0,10.0,10.0,10.0,1
30.0,0,10.0,10.0,10.0,1
40.0,0,10.0,10.0,10.0,1
50.0,0,10.0,10.0,10.0,1
60.0,0,10.0,10.0,10.0,1
70.0,0,10.0,10.0,10.0,1
80.0,0,10.0,10.0,10.0,1
90.0,0,10.0,10.0,10.0,1
100.0,0,10.0,10.0,10.0,1
110.0,0,10.0,10.0,10.0,1
120.0,0,10.0,10.0,10.0,1
130.0,0,10.0,10.0,10.0,1
140.0,0,10.0,10.0,10.0,1
150.0,0,10.0,10.0,10.0,1
160.0,0,10.0,10.0,10.0,1
170.0,0,10.0,10.0,10.0,1
180.0,0,10.0,10.0,10.0,1
190.0,0,10.0,10.0,10.0,1
200.0,0,10.0,10.0,10.0,1
210.0,0,10.0,10.0,10.0,1
220.0,0,10.0,10.0,10.0,1
230.0,0,10.0,10.0,10.0,1
240.0,0,10.0,10.0,10.0,1
250.0,0,10.0,10.0,10.0,1
260.0,0,10.0,10.0,10.0,1
270.0,0,10.0,10.0,10.0,1
280.0,0,10.0,10.0,10.0,1
290.0,0,10.0,10.0,10.0,1
300.0,0,10.0,10.0,10.0,1
310.0,0,10.0,10.0,10.0,1
320.0,0,10.0,10.0,10.0,1
330.0,0,10.0,10.0,10.0,1
340.0,0,10.0,10.0,10.0,1
350.0,0,10.0,10.0,10.0,1
360.0,0,10.0,10.0,10.0,1
370.0,0,10.0,10.0,10.0,1
380.0,0,10.0,10.0,10.0,1
390.0,0,10.0,10.0,10.0,1
400.0,0,10.0,10.0,10.0,1
410.0,0,10.0,10.0,10.0,1
420.0,0,10.0,10.0,10.0,1
430.0,0,10.0,10.0,10.0,1
440.0,0,10.0,10.0,10.0,1
450.0,0,10.0,10.0,10.0,1
460.0,0,10.0,10.0,10.0,1
470.0,0,10.0,10.0,10.0,1
480.0,0,10.0,10.0,10.0,1
490.0,0,10.0,10.0,10.0,1
500.0,0,10.0,10.0,10.0,1
510.0,0,10.0,10.0,10.0,1
520.0,0,10.0,10.0,10.0,1
530.0,0,10.0,10.0,10.0,1
540.0,0,10.0,10.0,10.0,1
550.0,0,10.0,10.0,10.0,1
560.0,0,10.0,10.0,10.0,1
570.0,0,10.0,10.0,10.0,1
580.0,0,10.0,10.0,10.0,1
590.0,0,10.0,10.0,10.0,1
600.0,0,10.0,10.0,10.0,1
610.0,0,10.0,10.0,10.0,1
620.0,0,10.0,10.0,10.0,1
630.0,0,10.0,10.0,10.0,1
640.0,0,10.0,10.0,10.0,1
650.0,0,10.0,10.0,10.0,1
660.0,0,10.0,10.0,10.0,1
670.0,0,10.0,10.0,10.0,1
680.0,0,10.0,10.0,10.0,1
690.0,0,10.0,10.0,10.0,1
700.0,0,10.0,10.0,10.0,1
710.0,0,10.0,10.0,10.0,1
720.0,0,10.0,10.0,10.0,1
730.0,0,10.0,10.0,10.0,1
740.0,0,10.0,10.0,10.0,1
750.0,0,10.0,10.0,10.0,1
760.0,0,10.0,10.0,10.0,1
770.0,0,10.0,10.0,10.0,1
780.0,0,10.0,10.0,10.0,1
790.0,0,10.0,10.0,10.0,1
800.0,0,10.0,10.0,10.0,1
810.0,0,10.0,10.0,10.0,1
820.0,0,10.0,10.0,10.0,1
830.0,0,10.0,10.0,10.0,1
840.0,0,10.0,10.0,10.0,1
850.0,0,10.0,10.0,10.0,1
860.0,0,10.0,10.0,10.0,1
870.0,0,10.0,10.0,10.0,1
880.0,0,10.0,10.0,10.0,1
890.0,0,10.0,10.0,10.0,1
900.0,0,10.0,10.0,10.0,1
910.0,0,10.0,10.0,10.0,1
920.0,0,10.0,10.0,10.0,1
930.0,0,10.0,10.0,10.0,1
940.0,0,10.0,10.0,10.0,1
950.0,0,10.0,10.0,10.0,1
960.0,0,10.0,10.0,10.0,1
970.0,0,10.0,10.0,10.0,1
980.0,0,10.0,10.0,10.0,1
990.0,0,10.0,10.0,10.0,1
1000.0,0,10.0,10.0,10.0,1
0.0,25,0.010793880375002007,10.0,10.0,1
10.0,25,0.010793854750000331,10.0,10.0,1
20.0,25,0.010793360375000727,10.0,10.0,1
30.0,25,0.010791301250002217,10.0,10.0,1
40.0,25,0.010786397000001446,10.0,10.0,1
50.0,25,0.010777383500001736,10.0,10.0,1
60.0,25,0.010763030625001224,10.0,10.0,1
70.0,25,0.010742133875000615,10.0,10.0,1
80.0,25,0.01071351650000113,10.0,10.0,1
90.0,25,0.01067604812500117,10.0,10.0,1
100.0,25,0.01062867162500164,10.0,10.0,1
